# count	accession	asmId	sciName	comName	taxId	bioSample	asmType	asmLevel	asmData	submitter	asmSize	maskedPerCent	primary/secondary	VGPClade
645	GCF_015227805.1	GCF_015227805.1_bHirRus1.pri.v2	Hirundo rustica	barn swallow (v2 primary hap 2021 refseq)	43150	SAMN14675488	haploid (principal pseudohaplotype of diploid)	Chromosome	02 Mar 2021	Vertebrate Genomes Project	 1,105,955,550	12.93	primary	birds
646	GCF_015237465.2	GCF_015237465.2_rCheMyd1.pri.v2	Chelonia mydas	green sea turtle (v2 primary hap 2021)	8469	SAMN12612360	haploid (principal pseudohaplotype of diploid)	Chromosome	15 Jul 2021	Vertebrate Genomes Project	 2,134,375,114	42.38	primary	reptiles
647	GCF_015476345.1	GCF_015476345.1_ZJU1.0	Anas platyrhynchos	mallard (Pekin duck Z2 2020 Zhejiang U)	8839	SAMN15588841	haploid	Chromosome	23 Nov 2020	Zhejiang University	 1,188,533,289	13.99	secondary	birds
648	GCF_015852505.1	GCF_015852505.1_mTacAcu1.pri	Tachyglossus aculeatus	Australian echidna (mTacAcu1 primary hap 2020)	9261	SAMN12634963	haploid (principal pseudohaplotype of diploid)	Chromosome	09 Dec 2020	Vertebrate Genomes Project	 2,213,004,214	59.74	primary	mammals
649	GCF_016699485.2	GCF_016699485.2_bGalGal1.mat.broiler.GRCg7b	Gallus gallus	chicken white leghorn layer X broiler (v2 broiler haplotype 2021 2021)	9031	SAMN15960293	haploid	Chromosome	19 Jan 2021	Vertebrate Genomes Project	 1,053,332,251	13.94	secondary	birds
650	GCF_016700215.2	GCF_016700215.2_bGalGal1.pat.whiteleghornlayer.GRCg7w	Gallus gallus	white leghorn X broiler chicken (v2 leghorn haplotype 2021)	9031	SAMN15960293	alternate-pseudohaplotype	Chromosome	01 Oct 2021	Vertebrate Genomes Project	 1,050,511,239	13.67	primary	birds
651	GCF_017639515.1	GCF_017639515.1_sCarCar2.pri	Carcharodon carcharias	great white shark (primary hap 2021)	13397	SAMN12629504	haploid (principal pseudohaplotype of diploid)	Chromosome	30 Mar 2021	Vertebrate Genomes Project	 4,286,311,191	60.33	primary	sharks
652	GCF_017639655.2	GCF_017639655.2_bFalNau1.pat	Falco naumanni	lesser kestrel (v2 2021)	148594	SAMN16870685	haploid (principal pseudohaplotype of diploid)	Chromosome	30 Mar 2021	Vertebrate Genomes Project	 1,215,719,661	 8.36	primary	birds
653	GCF_017639745.1	GCF_017639745.1_fMelBoe1.pri	Melanotaenia boesemani	Boeseman's rainbowfish (primary hap 2021)	1250792	SAMN12623618	haploid (principal pseudohaplotype of diploid)	Chromosome	30 Mar 2021	Vertebrate Genomes Project	   865,592,457	35.21	primary	fish
654	GCF_017976325.1	GCF_017976325.1_fCheRos1.pri	Chelmon rostratus	copperband butterflyfish (primary hap 2021)	109905	SAMN12623620	haploid (principal pseudohaplotype of diploid)	Chromosome	15 Apr 2021	Vertebrate Genomes Project	   644,208,431	21.56	primary	fish
655	GCF_017976375.1	GCF_017976375.1_bCucCan1.pri	Cuculus canorus	common cuckoo (bCucCan1 primary hap 2021 refseq)	55661	SAMN12629508	haploid (principal pseudohaplotype of diploid)	Chromosome	15 Apr 2021	Vertebrate Genomes Project	 1,180,136,575	21.81	primary	birds
656	GCF_017976425.1	GCF_017976425.1_fToxJac2.pri	Toxotes jaculatrix	banded archerfish (primary hap 2021 refseq)	941984	SAMN18445299	haploid (principal pseudohaplotype of diploid)	Chromosome	15 Apr 2021	Vertebrate Genomes Project	   621,503,431	24.27	primary	fish
657	GCF_018492685.1	GCF_018492685.1_fAloSap1.pri	Alosa sapidissima	American shad (primary hap 2021)	34773	SAMN18857608	haploid (principal pseudohaplotype of diploid)	Chromosome	25 May 2021	Vertebrate Genomes Project	   903,581,644	43.55	primary	fish
658	GCF_019393635.1	GCF_019393635.1_mDroGli1.pri	Dromiciops gliroides	monito del monte (primary hap 2021 refseq)	33562	SAMN18857598	haploid (principal pseudohaplotype of diploid)	Chromosome	03 Aug 2021	Vertebrate Genomes Project	 3,303,199,800	52.19	primary	mammals
659	GCF_020382885.2	GCF_020382885.2_fScaArg1.pri	Scatophagus argus	butterfish (primary hap 2021)	75038	SAMN12623616	haploid (principal pseudohaplotype of diploid)	Chromosome	13 Oct 2021	G10K	   570,802,272	16.69	primary	fish
660	GCF_020740605.2	GCF_020740605.2_mLemCat1.pri	Lemur catta	ring-tailed lemur (primary hap 2021)	9447	SAMN12621102	haploid (principal pseudohaplotype of diploid)	Chromosome	04 Nov 2021	Vertebrate Genomes Project	 2,245,601,549	37.86	primary	primates
661	GCF_020740685.1	GCF_020740685.1_mJacJac1.mat.Y.cur	Jaculus jaculus	lesser Egyptian jerboa (2021)	51337	SAMN20391724	haploid (principal pseudohaplotype of diploid)	Chromosome	04 Nov 2021	Vertebrate Genomes Project	 2,863,865,261	46.85	primary	mammals
662	GCF_020740725.1	GCF_020740725.1_bCorHaw1.pri.cur	Corvus hawaiiensis	Hawaiian crow (primary hap 2021 refseq)	134902	SAMN22550278	haploid (principal pseudohaplotype of diploid)	Chromosome	04 Nov 2021	Vertebrate Genomes Project	 1,151,611,379	15.50	primary	birds
663	GCF_020740795.1	GCF_020740795.1_bApuApu2.pri.cur	Apus apus	common swift (primary hap 2021 refseq)	8895	SAMN22785356	haploid (principal pseudohaplotype of diploid)	Chromosome	04 Nov 2021	Vertebrate Genomes Project	 1,100,378,261	11.14	primary	birds
664	GCF_020745735.1	GCF_020745735.1_sHemOce1.pat.X.cur.	Hemiscyllium ocellatum	epaulette shark (primary hap 2021 refseq)	170820	SAMN22550098	haploid (principal pseudohaplotype of diploid)	Chromosome	05 Nov 2021	Vertebrate Genomes Project	 3,983,466,396	62.70	primary	sharks
665	GCF_020745825.1	GCF_020745825.1_Agelaius_phoeniceus_1.1	Agelaius phoeniceus	red-winged blackbird (BioBank_ID:100140 2023)	39638	SAMN19590559	haploid	Chromosome	15 Mar 2023	Brood Parasitic Bird Genomes Consortium	 1,188,547,179	25.46	primary	birds
666	GCF_020826845.1	GCF_020826845.1_mDicBic1.mat.cur	Diceros bicornis minor	black rhinoceros (primary hap 2021 refseq)	77932	SAMN22047685	haploid (principal pseudohaplotype of diploid)	Chromosome	10 Nov 2021	Vertebrate Genomes Project	 3,005,535,620	45.55	primary	mammals
667	GCF_021462225.1	GCF_021462225.1_DD_fGirMul_XY1	Girardinichthys multiradiatus	dark-edged splitfin (DD_20200921_A 2022 refseq)	208333	SAMN22242658	haploid	Chromosome	24 Feb 2022	Max Planck Institute of Molecular Cell Biology and Genetics	 1,150,004,004	50.12	primary	fish
668	GCF_023053635.1	GCF_023053635.1_rElgMul1.1.pri	Elgaria multicarinata webbii	San Diego alligator lizard (v1.1 HBS135686 primary hap 2024 refseq)	159646	SAMN25872353	haploid (principal pseudohaplotype of diploid)	Chromosome	04 Jan 2024	UCLA	 1,790,500,004	40.44	primary	reptiles
669	GCF_023343835.1	GCF_023343835.1_bLagMut1_primary	Lagopus muta	rock ptarmigan (primary hap 2022 refseq)	64668	SAMN25144835	haploid (principal pseudohaplotype of diploid)	Chromosome	12 May 2022	Vertebrate Genomes Project	 1,026,771,810	13.09	primary	birds
670	GCF_023375975.1	GCF_023375975.1_AstMex3_surface	Astyanax mexicanus	Mexican tetra (ESR-SI-001 2022)	7994	SAMN25965548	haploid	Chromosome	19 May 2022	University of Missouri	 1,373,169,186	51.65	primary	fish
671	GCF_023634085.1	GCF_023634085.1_bFalChe1.pri	Falco cherrug	Saker falcon (primary hap 2022 refseq)	345164	SAMN28688204	haploid (principal pseudohaplotype of diploid)	Chromosome	02 Jun 2022	Vertebrate Genomes Project	 1,309,385,023	14.22	primary	birds
672	GCF_023634155.1	GCF_023634155.1_bFalPer1.pri	Falco peregrinus	peregrine falcon (bFalPer1 primary hap 2022 refseq)	8954	SAMN28688290	haploid (principal pseudohaplotype of diploid)	Chromosome	02 Jun 2022	Vertebrate Genomes Project	 1,311,598,859	15.18	primary	birds
673	GCF_023638135.1	GCF_023638135.1_bFalBia1.pri	Falco biarmicus	lanner falcon (bFalBia1 primary hap 2022 refseq)	345155	SAMN28688289	haploid (principal pseudohaplotype of diploid)	Chromosome	02 Jun 2022	Vertebrate Genomes Project	 1,285,492,283	14.01	primary	birds
674	GCF_024139225.1	GCF_024139225.1_mSunEtr1.pri.cur	Suncus etruscus	white-toothed pygmy shrew (mSunEtr1 primary hap 2022)	109475	SAMN28420931	haploid (principal pseudohaplotype of diploid)	Chromosome	06 Jul 2022	Vertebrate Genomes Project	 2,471,666,657	46.06	primary	mammals
675	GCF_024166365.1	GCF_024166365.1_mEleMax1_primary_haplotype	Elephas maximus indicus	Asiatic elephant (mEleMax1 primary hap 2022)	99487	SAMN29174328	haploid (principal pseudohaplotype of diploid)	Chromosome	06 Jul 2022	Vertebrate Genomes Project	 3,401,247,148	51.18	primary	mammals
676	GCF_025201925.1	GCF_025201925.1_rGopFla2.mat.asm	Gopherus flavomarginatus	Mexican gopher tortoise (WGS:JAMKFC01 2022)	286002	SAMN24199108	haploid (maternal haplotype of diploid)	Chromosome	15 Sep 2022	Vertebrate Genomes Project	 2,460,542,086	45.83	primary	reptiles
677	GCF_025265405.1	GCF_025265405.1_mMesDen1_primary_haplotype	Mesoplodon densirostris	Blainville's beaked whale (primary hap 2022 refseq)	48708	SAMN29828597	haploid (principal pseudohaplotype of diploid)	Chromosome	19 Sep 2022	Vertebrate Genomes Project	 2,683,391,478	43.15	primary	mammals
678	GCF_026419915.1	GCF_026419915.1_bHarHar1_primary_haplotype	Harpia harpyja	Harpy eagle (primary hap 2022 refseq)	202280	SAMN31530492	haploid (principal pseudohaplotype of diploid)	Chromosome	27 Nov 2022	Vertebrate Genomes Project	 1,351,447,071	16.24	primary	birds
679	GCF_026419965.1	GCF_026419965.1_mKogBre1_haplotype_1	Kogia breviceps	pygmy sperm whale (haplotype 1 2022 refseq)	27615	SAMN31719513	haploid	Chromosome	27 Nov 2022	Vertebrate Genomes Project	 2,555,855,246	40.78	primary	mammals
680	GCF_026979565.1	GCF_026979565.1_bVidCha1_merged_haplotype	Vidua chalybeata	village indigobird (merged hap OUT-0048 2022 refseq)	81927	SAMN12254000	haploid	Chromosome	21 Dec 2022	Vertebrate Genomes Project	 1,080,440,577	20.96	primary	birds
681	GCF_027172205.1	GCF_027172205.1_rPodRaf1.pri	Podarcis raffonei	Aeolian wall lizard (La Canna islet primary hap 2022 refseq)	65483	SAMN28455423	haploid (principal pseudohaplotype of diploid)	Chromosome	27 Dec 2022	Vertebrate Genomes Project	 1,513,131,503	44.63	primary	reptiles
682	GCF_027358585.1	GCF_027358585.1_fPanHyp1.pri	Pangasianodon hypophthalmus	striped catfish (primary hap 2022 refseq)	310915	SAMN32348883	haploid (principal pseudohaplotype of diploid)	Chromosome	28 Dec 2022	Vertebrate Genomes Project	   764,974,446	37.93	primary	fish
683	GCF_027358695.1	GCF_027358695.1_aSpeBom1.2.pri	Spea bombifrons	plains spadefoot toad (primary hap 2022)	233779	SAMN28408467	haploid (principal pseudohaplotype of diploid)	Chromosome	27 Dec 2022	Vertebrate Genomes Project	   987,655,159	39.22	primary	amphibians
684	GCF_027406575.1	GCF_027406575.1_mNycCou1.pri	Nycticebus coucang	slow loris (primary hap 2022)	9470	SAMN28408555	haploid (principal pseudohaplotype of diploid)	Chromosome	28 Dec 2022	Vertebrate Genomes Project	 2,917,154,053	43.15	primary	primates
685	GCF_027409185.1	GCF_027409185.1_mCynVol1.pri	Cynocephalus volans	Philippine flying lemur (primary hap 2022 refseq)	110931	SAMN32206947	haploid (principal pseudohaplotype of diploid)	Chromosome	28 Dec 2022	Vertebrate Genomes Project	 2,814,418,120	39.52	primary	mammals
686	GCF_027409825.1	GCF_027409825.1_fScoJap1.pri	Scomber japonicus	chub mackerel (primary hap 2022 refseq)	13676	SAMN32224830	haploid (principal pseudohaplotype of diploid)	Chromosome	28 Dec 2022	Vertebrate Genomes Project	   828,681,152	32.04	primary	fish
687	GCF_027477595.1	GCF_027477595.1_bHaeMex1.pri	Haemorhous mexicanus	house finch (primary hap 2022 refseq)	30427	SAMN28453576	haploid (principal pseudohaplotype of diploid)	Chromosome	29 Dec 2022	Vertebrate Genomes Project	 1,148,233,018	15.56	primary	birds
688	GCF_027574615.1	GCF_027574615.1_DD_ASM_mEF_20220401	Eptesicus fuscus	big brown bat (TK198812 2023)	29078	SAMN30608903	haploid	Chromosome	09 Jan 2023	Bat1K	 2,008,057,866	37.06	primary	mammals
689	GCF_027579445.1	GCF_027579445.1_bAmmNel1.pri	Ammospiza nelsoni	Nelson's sparrow (bAmmNel1 primary hap 2023 refseq)	2857394	SAMN28421656	haploid (principal pseudohaplotype of diploid)	Chromosome	09 Jan 2023	Vertebrate Genomes Project	 1,185,463,352	19.51	primary	birds
690	GCF_027579695.1	GCF_027579695.1_fNeoGra1.pri	Neoarius graeffei	lesser salmon catfish (primary hap 2023 refseq)	443677	SAMN28453209	haploid (principal pseudohaplotype of diploid)	Chromosome	09 Jan 2023	Vertebrate Genomes Project	 2,341,916,362	71.56	primary	fish
691	GCF_027579735.1	GCF_027579735.1_aBomBom1.pri	Bombina bombina	fire-bellied toad (primary hap 2023 refseq)	8345	SAMN32378350	haploid (principal pseudohaplotype of diploid)	Chromosome	09 Jan 2023	Vertebrate Genomes Project	10,019,663,791	69.42	primary	amphibians
692	GCF_027595985.1	GCF_027595985.1_mSorAra2.pri	Sorex araneus	European shrew (primary hap 2023)	42254	SAMN32477717	haploid (principal pseudohaplotype of diploid)	Chromosome	09 Jan 2023	Vertebrate Genomes Project	 2,405,993,548	40.85	primary	mammals
693	GCF_027789765.1	GCF_027789765.1_aDenEbr1.pat	Dendropsophus ebraccatus	hourglass treefrog (paternal 2023 refseq)	150705	SAMN32145295	haploid (paternal haplotype of diploid)	Chromosome	13 Jan 2023	Vertebrate Genomes Project	 2,214,937,069	51.44	primary	amphibians
694	GCF_027887145.1	GCF_027887145.1_bAmmCau1.pri	Ammospiza caudacuta	saltmarsh sparrow (bAmmCau1 primary hap 2023 refseq)	2857398	SAMN28421630	haploid (principal pseudohaplotype of diploid)	Chromosome	18 Jan 2023	Vertebrate Genomes Project	 1,241,209,685	22.91	primary	birds
695	GCF_027887155.1	GCF_027887155.1_rMalTer1.hap1	Malaclemys terrapin pileata	diamondback terrapin (hap1 2023 refseq)	2991368	SAMN31394215	haploid	Chromosome	18 Jan 2023	Vertebrate Genomes Project	 2,211,221,380	46.30	primary	reptiles
696	GCF_027887165.1	GCF_027887165.1_mMonDom1.pri	Monodelphis domestica	gray short-tailed opossum (mMonDom1 primary hap 2023 refseq)	13616	SAMN31801966	haploid (principal pseudohaplotype of diploid)	Chromosome	18 Jan 2023	Vertebrate Genomes Project	 3,586,166,573	53.23	primary	mammals
697	GCF_028017835.1	GCF_028017835.1_rEmyOrb1.hap1	Emys orbicularis	European pond turtle (hap1 2023 refseq)	82168	SAMN31805221	haploid (haplotype 1)	Chromosome	30 Jan 2023	Vertebrate Genomes Project	 2,309,740,635	45.64	primary	reptiles
698	GCF_028018385.1	GCF_028018385.1_mNeoNeb1.pri	Neofelis nebulosa	clouded leopard (mNeoNeb1 primary hap 2023 refseq)	61452	SAMN31801981	haploid (principal pseudohaplotype of diploid)	Chromosome	31 Jan 2023	Vertebrate Genomes Project	 2,468,345,093	34.87	primary	mammals
699	GCF_028018845.1	GCF_028018845.1_bMelGeo1.pri	Melospiza georgiana	swamp sparrow (bMelGeo1 primary hap 2023 refseq)	44398	SAMN22787412	haploid (principal pseudohaplotype of diploid)	Chromosome	31 Jan 2023	Vertebrate Genomes Project	 1,162,015,399	18.35	primary	birds
700	GCF_028021215.1	GCF_028021215.1_mEscRob2.pri	Eschrichtius robustus	grey whale (primary hap 2023 refseq)	9764	SAMN32629250	haploid (principal pseudohaplotype of diploid)	Chromosome	31 Jan 2023	Vertebrate Genomes Project	 2,982,418,581	46.11	primary	mammals
701	GCF_028023285.1	GCF_028023285.1_mBalRic1.hap2	Balaenoptera ricei	Rice's whale (hap2 2023 refseq)	2746895	SAMN32629060	haploid	Chromosome	30 Jan 2023	Vertebrate Genomes Project	 2,678,442,663	41.79	primary	mammals
702	GCF_028372415.1	GCF_028372415.1_mMacEug1.pri_v2	Notamacropus eugenii	tammar wallaby (v2 primary hap 2023 refseq)	9315	SAMN28408687	haploid (principal pseudohaplotype of diploid)	Chromosome	06 Feb 2023	Vertebrate Genomes Project	 3,447,464,908	39.54	primary	mammals
703	GCF_028389875.1	GCF_028389875.1_bPtePen1.pri	Rhea pennata	lesser rhea (bPtePen1 primary hap 2023 refseq)	8795	SAMN32606345	haploid (principal pseudohaplotype of diploid)	Chromosome	06 Feb 2023	Vertebrate Genomes Project	 1,269,016,774	22.80	primary	birds
704	GCF_028390025.1	GCF_028390025.1_aPseCor3.hap2	Pseudophryne corroboree	corroboree frog (hap2 2023 refseq)	495146	SAMN32631236	haploid	Chromosome	06 Feb 2023	Vertebrate Genomes Project	 8,872,758,793	74.73	primary	amphibians
705	GCF_028500815.1	GCF_028500815.1_bRisTri1.patW.cur.20221130	Rissa tridactyla	black-legged kittiwake (bRisTri1 2023 refseq)	75485	SAMN32104255	haploid (paternal haplotype of diploid)	Chromosome	09 Feb 2023	Vertebrate Genomes Project	 1,353,621,101	18.09	primary	birds
706	GCF_028564815.1	GCF_028564815.1_mEubGla1.1.hap2._XY	Eubalaena glacialis	North Atlantic right whale (hap2 + XY 2023 refseq)	27606	SAMN32746534	haploid	Chromosome	09 Feb 2023	Vertebrate Genomes Project	 2,843,691,573	44.66	primary	mammals
707	GCF_028583425.1	GCF_028583425.1_MPM_Emac_v1.0	Eublepharis macularius	leopard gecko (TG4126 2023)	481883	SAMN31016422	haploid	Chromosome	10 Feb 2023	Milwaukee Public Museum	 2,237,397,408	37.92	primary	reptiles
708	GCF_028858705.1	GCF_028858705.1_bGruAme1.mat	Grus americana	whooping crane (maternal hap 2023 refseq)	9117	SAMN32775697	haploid (maternal haplotype of diploid)	Chromosome	24 Feb 2023	Vertebrate Genomes Project	 1,257,837,975	11.73	primary	birds
709	GCF_028858725.1	GCF_028858725.1_bColStr4.1.hap1	Colius striatus	speckled mousebird (hap1 2023 refseq)	57412	SAMN33339572	haploid	Chromosome	24 Feb 2023	Vertebrate Genomes Project	 1,212,482,152	23.44	primary	birds
710	GCF_028858775.2	GCF_028858775.2_NHGRI_mPanTro3-v2.0_pri	Pan troglodytes	chimpanzee (v2 AG18354 primary hap 2024 refseq)	9598	SAMN30216104	haploid (principal pseudohaplotype of diploid)	Complete Genome	08 Jan 2024	National Human Genome Research Institute, National Institutes of Health	 3,177,756,316	49.97	primary	primates
711	GCF_028878055.3	GCF_028878055.3_NHGRI_mSymSyn1-v2.1_pri	Symphalangus syndactylus	siamang (v2.1 Jambi primary hap 2024 refseq)	9590	SAMN30216103	haploid	Complete Genome	05 Jan 2024	National Human Genome Research Institute, National Institutes of Health	 3,262,904,224	55.90	primary	primates
712	GCF_028885625.2	GCF_028885625.2_NHGRI_mPonPyg2-v2.0_pri	Pongo pygmaeus	Bornean orangutan (v2 AG05252 primary hap 2024 refseq)	9600	SAMN10521809	haploid (principal pseudohaplotype of diploid)	Complete Genome	08 Jan 2024	National Human Genome Research Institute, National Institutes of Health	 3,220,951,552	54.51	primary	primates
713	GCF_028885655.2	GCF_028885655.2_NHGRI_mPonAbe1-v2.0_pri	Pongo abelii	Sumatran orangutan (v2 AG06213 primary hap 2024 refseq)	9601	SAMN10521808	haploid (principal pseudohaplotype of diploid)	Chromosome	05 Jan 2024	National Human Genome Research Institute, National Institutes of Health	 3,259,870,029	54.90	primary	primates
714	GCF_029281585.2	GCF_029281585.2_NHGRI_mGorGor1-v2.1_pri	Gorilla gorilla gorilla	western lowland gorilla (v2.1 KB3781 2024 refseq)	9595	SAMN04003007	haploid	Chromosome	08 Jan 2024	National Human Genome Research Institute, National Institutes of Health	 3,545,850,636	50.91	primary	primates
715	GCF_029289425.2	GCF_029289425.2_NHGRI_mPanPan1-v2.0_pri	Pan paniscus	pygmy chimpanzee (v2 primary hap 2024 refseq)	9597	SAMN13935689	haploid	Chromosome	08 Jan 2024	National Human Genome Research Institute, National Institutes of Health	 3,244,905,271	50.67	primary	primates
716	GCF_029499605.1	GCF_029499605.1_aHylSar1.hap1	Hyla sarda	Sardinian treefrog (hap1 2023 refseq)	327740	SAMN32629340	haploid	Chromosome	07 Apr 2023	Vertebrate Genomes Project	 4,142,159,359	71.09	primary	amphibians
717	GCF_029582105.1	GCF_029582105.1_OMel1.0	Oenanthe melanoleuca	Eastern black-eared wheatear (GR-GAL-2019-014 2023)	2939378	SAMN33408179	haploid	Chromosome	06 Apr 2023	Swiss Ornithological Institute	 1,036,256,795	20.82	primary	birds
718	GCF_029633855.1	GCF_029633855.1_fHopMal1.hap1	Hoplias malabaricus	trahira (v1 hap1 2024 refseq)	27720	SAMN32740525	haploid	Chromosome	25 Jun 2024	Vertebrate Genomes Project	 1,186,371,479	37.57	primary	fish
719	GCF_029633865.1	GCF_029633865.1_fLamInc1.hap2	Lampris incognitus	smalleye Pacific opah (hap2 2023 refseq)	2546036	SAMN34060140	haploid	Chromosome	13 Apr 2023	Vertebrate Genomes Project	 1,482,357,630	53.30	primary	fish
720	GCF_029931775.1	GCF_029931775.1_rEulEur1.hap1	Euleptes europaea	European leaf-toed gecko (hap1 2023)	460621	SAMN32622440	haploid	Chromosome	15 May 2023	Vertebrate Genomes Project	 1,781,916,107	49.31	primary	reptiles
721	GCF_030014295.1	GCF_030014295.1_mLoxAfr1.hap2	Loxodonta africana	African savanna elephant (hap2 2023 refseq)	9785	SAMN32756554	haploid	Chromosome	16 May 2023	Vertebrate Genomes Project	 3,540,876,381	49.48	primary	mammals
722	GCF_030014385.1	GCF_030014385.1_fTriRos1.hap1	Trichomycterus rosablanca	Andian cavefish (hap1 2023 refseq)	2290929	SAMN32755940	haploid	Chromosome	16 May 2023	Vertebrate Genomes Project	 1,045,025,885	49.04	primary	fish
723	GCF_030020395.1	GCF_030020395.1_mManPen7.hap1	Manis pentadactyla	Chinese pangolin (hap1 2023)	143292	SAMN32757332	haploid	Chromosome	23 May 2023	Vertebrate Genomes Project	 2,840,164,579	40.49	primary	mammals
724	GCF_030028045.1	GCF_030028045.1_mHipAmp2.hap2	Hippopotamus amphibius kiboko	hippopotamus (v2 hap2 2023 refseq)	575201	SAMN33342074	haploid	Chromosome	18 May 2023	Vertebrate Genomes Project	 2,538,259,262	37.38	primary	mammals
725	GCF_030028105.1	GCF_030028105.1_sMobBir1.hap1	Mobula birostris	giant manta (hap1 2023 refseq)	1983395	SAMN32746370	haploid (haplotype 1)	Chromosome	22 May 2023	Vertebrate Genomes Project	 4,014,635,230	54.43	primary	sharks
726	GCF_030035675.1	GCF_030035675.1_rRhiFlo1.hap2	Rhineura floridana	Florida worm lizard (hap2 2023 refseq)	261503	SAMN34105704	haploid	Chromosome	22 May 2023	Vertebrate Genomes Project	 2,307,419,594	45.32	primary	reptiles
727	GCF_030144855.1	GCF_030144855.1_sHypSab1.hap1	Hypanus sabinus	Atlantic stingray (hap1 2023 refseq)	79690	SAMN32745077	haploid	Chromosome	05 Jun 2023	Vertebrate Genomes Project	 4,044,869,043	61.77	primary	sharks
728	GCF_030435755.1	GCF_030435755.1_mOchPri1.hap1	Ochotona princeps	American pika (hap1 2023)	9978	SAMN35822658	haploid	Chromosome	13 Jul 2023	Vertebrate Genomes Project	 2,555,444,530	43.65	primary	mammals
729	GCF_030435805.1	GCF_030435805.1_mMusLut2.pri	Mustela lutreola	European mink (primary hap 2023 refseq)	9666	SAMN35784236	haploid (principal pseudohaplotype of diploid)	Chromosome	13 Jul 2023	Vertebrate Genomes Project	 2,586,268,927	37.06	primary	mammals
730	GCF_030445035.2	GCF_030445035.2_mDasNov1.1.hap2	Dasypus novemcinctus	nine-banded armadillo (v2 hap2 2023)	9361	SAMN32738980	haploid (haplotype 2)	Chromosome	13 Jul 2023	Vertebrate Genomes Project	 3,610,551,914	53.17	primary	mammals
731	GCF_030463535.1	GCF_030463535.1_fSalBra1.hap2	Salminus brasiliensis	dorado (hap2 2023 refseq)	930266	SAMN35075251	haploid (haplotype 2)	Chromosome	14 Jul 2023	Vertebrate Genomes Project	 1,066,483,687	36.78	primary	fish
732	GCF_030490865.1	GCF_030490865.1_bPoeAtr1.hap1	Poecile atricapillus	black-capped chickadee (hap1 2023)	48891	SAMN35074507	haploid	Chromosome	18 Jul 2023	Vertebrate Genomes Project	 1,251,133,642	15.80	primary	birds
733	GCF_030684315.1	GCF_030684315.1_sSteTig4.hap1	Stegostoma tigrinum	zebra shark (hap1 2023 refseq)	3053191	SAMN35823397	haploid	Chromosome	08 Aug 2023	Vertebrate Genomes Project	 3,198,515,386	64.64	primary	sharks
734	GCF_030867095.1	GCF_030867095.1_rAllMis1	Alligator mississippiensis	American alligator (2023 refseq)	8496	SAMN37045233	haploid	Chromosome	24 Aug 2023	Vertebrate Genomes Project	 2,346,795,873	42.90	primary	reptiles
735	GCF_030936135.1	GCF_030936135.1_bGavSte3.hap2	Gavia stellata	red-throated loon (hap2 2023 refseq)	37040	SAMN37096312	haploid	Chromosome	30 Aug 2023	Vertebrate Genomes Project	 1,321,270,170	14.85	primary	birds
736	GCF_031021105.1	GCF_031021105.1_rEryReg1.hap1	Erythrolamprus reginae	royal ground snake (hap1 2023 refseq)	121349	SAMN32631248	haploid (haplotype 1)	Chromosome	31 Aug 2023	Vertebrate Genomes Project	 1,964,049,041	59.53	primary	reptiles
737	GCF_032444005.1	GCF_032444005.1_aRanImi1.pri	Ranitomeya imitator	mimic poison frog (primary hap 2023 refseq)	111125	SAMN32907850	haploid (principal pseudohaplotype of diploid)	Chromosome	16 Oct 2023	Vertebrate Genomes Project	 5,956,610,564	76.48	primary	amphibians
738	GCF_035084215.1	GCF_035084215.1_sHepPer1.hap1	Heptranchias perlo	sharpnose sevengill shark (hap1 2024 genbank)	212740	SAMN38891902	haploid (haplotype 1)	Chromosome	05 Jan 2024	Vertebrate Genomes Project	 3,249,915,908	62.33	primary	sharks
739	GCF_035149785.1	GCF_035149785.1_rCanAsp1.hap2	Candoia aspera	Papuan ground boa (hap2 2024 refseq)	51853	SAMN37159891	haploid	Chromosome	18 Jan 2024	Vertebrate Genomes Project	 1,530,810,380	33.56	primary	reptiles
740	GCF_035609145.1	GCF_035609145.1_aEleCoq1.hap1	Eleutherodactylus coqui	Puerto Rican coqui (hap1 2024 refseq)	57060	SAMN39150572	haploid (haplotype 1)	Chromosome	12 Jan 2024	Vertebrate Genomes Project	 3,371,297,528	54.01	primary	amphibians
741	GCF_035770615.1	GCF_035770615.1_bMelMel2.pri	Melospiza melodia melodia	song sparrow (primary hap 2024 refseq)	1914991	SAMN35847297	haploid (principal pseudohaplotype of diploid)	Chromosome	24 Jan 2024	Vertebrate Genomes Project	 1,541,245,192	39.28	primary	birds
742	GCF_036013445.1	GCF_036013445.1_bCalNic1.hap1	Caloenas nicobarica	Nicobar pigeon (hap1 2024 refseq)	187106	SAMN39256628	haploid (haplotype 1)	Chromosome	26 Jan 2024	Vertebrate Genomes Project	 1,285,834,579	19.62	primary	birds
743	GCF_036013475.1	GCF_036013475.1_bColLiv1.pat.W.v2	Columba livia	rock pigeon (v2 racing homer 2024 refseq)	8932	SAMN38891892	haploid (paternal haplotype of diploid)	Chromosome	08 Apr 2024	Vertebrate Genomes Project	 1,325,566,026	20.36	primary	birds
744	GCF_036169615.1	GCF_036169615.1_bHelExo1.hap1	Heliangelus exortis	tourmaline sunangel (hap1 2024 refseq)	472823	SAMN37253778	haploid (haplotype 1)	Chromosome	26 Jan 2024	Vertebrate Genomes Project	 1,049,650,714	21.23	primary	birds
